0E0	40.7562277777778	-93.2403361111111
0E8	35.7176588888889	-108.201596111111
0E9	34.9781666666667	-106.000027777778
3E0	35.7139322222222	-100.603192222222
1E2	29.4515	-103.397611111111
2E2	42.9516111111111	-82.7759166666667
1E4	35.1437222222222	-101.839222222222
2E5	31.9476222222222	-105.191783333333
6E5	44.4330540277778	-97.5581696666667
2E6	45.5345	-98.09525
1E7	35.0638888888889	-101.877583333333
2E7	35.2468611111111	-100.546805555556
4E7	46.0163333333333	-98.5156944444445
1E8	44.3879166666667	-75.0663333333333
2E8	42.425125	-83.8685416666667
4E8	46.8958166666667	-102.356744444444
5E9	40.4079763888889	-83.21936
00A	40.0708333333333	-74.9336111111111
00C	37.2031783333333	-107.869195277778
00F	45.4704722222222	-105.457138888889
00M	31.95375	-89.2353333333333
00N	39.4730277777778	-75.1844166666667
00R	30.6858611111111	-95.0179166666667
00S	44.1815555555556	-122.085555555556
00U	45.7443888888889	-107.660444444444
00W	46.67275	-117.441666666667
01A	62.9407555555556	-152.269609722222
01B	41.3330555555556	-85.7675
01D	41.4036111111111	-85.7061111111111
01E	41.7	-85.0393055555556
01F	41.5522222222222	-84.9172222222222
01G	42.7413611111111	-78.0521388888889
01H	41.2061111111111	-86.4044444444444
01J	30.6859666666667	-81.9063430555556
01K	37.0366111111111	-97.5855555555556
01L	41.2288888888889	-86.5816666666667
01M	34.4918176111111	-88.2012103333333
01U	38.85325	-115.634666666667
02A	32.8504844722222	-86.6114324722222
02C	43.09022225	-88.1781603055556
02D	41.2230555555556	-85.8305555555556
02G	40.6733055555556	-80.6414166666667
02P	40.4035833333333	-77.5565833333333
02T	45.7700277777778	-112.980472222222
03B	37.1267777777778	-92.6216111111111
03D	40.44725	-92.2269444444444
03G	42.0206138888889	-80.0707194444444
03M	44.3152222222222	-69.8870555555556
03S	45.4016111111111	-122.228694444444
04A	31.7363869444444	-86.2624546388889
04G	41.1304722222222	-80.6195833333333
04I	39.9111733333333	-83.1888013888889
04M	33.9300833333333	-89.3432777777778
04V	38.0993944444444	-106.174327777778
04W	46.0228681111111	-92.8951744166667
04Y	46.8837777777778	-96.3506111111111
05B	47.1589319444444	-67.9319683333334
05C	41.519841	-87.3995079722222
05D	47.9678694444444	-102.478086111111
05N	35.4821847222222	-77.3557743055556
05S	45.85210625	-123.242869305556
05U	39.60375	-116.003611111111
05V	37.4111191666667	-105.55168
05Y	46.30385	-95.4394825
06A	32.4604722222222	-85.6800277777778
06B	44.9070133333333	-68.8050361111111
06C	41.9893408333333	-88.1012427777778
06D	48.8844166666667	-99.62075
06I	38.4333886111111	-86.6911022222222
06M	33.5348333333333	-89.3131111111111
06N	41.431912	-74.3915610833333
06R	29.9409722222222	-96.24525
06U	41.9758293333333	-114.65801575
06Y	45.8299605555556	-96.1606144444444
07A	32.1668138888889	-85.809675
07F	32.5288333333333	-94.97175
07I	39.0613333333333	-86.4460833333333
07K	41.1115613055556	-98.0513356111111
07N	40.0167616666667	-77.0038666666667
07R	27.6101666666667	-97.7525277777778
07S	37.6593041666667	-96.5276916666667
07V	37.5238244444444	-105.009268611111
07Y	46.955895	-93.5974427777778
08A	32.5276258888889	-86.3308480555556
08B	44	-69.8871388888889
08C	42.9367226388889	-85.8057526388889
08D	48.3007986111111	-102.406351388889
08F	34.5317588888889	-96.2330538888889
08G	40.1109041666667	-81.5262305555556
08K	40.6513333333333	-98.0798888888889
08M	32.7615833333333	-89.5303888888889
08N	40.2915513888889	-76.3287472222222
08R	41.4895	-71.6206388888889
08U	41.5157512222222	-115.859920694444
09A	32.1193055555556	-88.1274722222222
09I	48.6058333333333	-93.3708333333333
09J	31.0744722222222	-81.4277777777778
09K	41.6349166666667	-99.3421388888889
09M	33.9913611111111	-90.0785555555555
09N	41.8326388888889	-73.8761666666667
09R	30.7752005555556	-94.4585325
09S	48.8408952777778	-117.283985833333
09T	33.2813206944444	-97.4966933333333
09W	38.8687233333333	-77.0074758333333
09Y	44.8275555555556	-93.0087222222222
0A3	35.9854444444444	-85.8091111111111
0A4	36.3637166666667	-82.3090261111111
0A7	35.3076166666667	-82.4331741666667
0A8	32.9369388888889	-87.0905472222222
0A9	36.3712222222222	-82.1734166666667
0AK	61.9614736666667	-162.942382305556
0B1	44.4251666666667	-70.8099166666667
0B2	44.7638333333333	-68.7678611111111
0B4	42.6030833333333	-97.2535
0B5	42.5916111111111	-72.523
0B7	44.1173888888889	-72.827
0B8	41.2513080555556	-72.0316113888889
0C0	42.4024722222222	-88.6323888888889
0C1	39.48775	-94.7811388888889
0C2	41.7708627777778	-88.7034144444445
0C4	42.1134181111111	-96.7278133888889
0C5	43.5770111111111	-85.284
0C8	41.519475	-88.6056288888889
0D7	40.7906080555556	-83.8291038888889
0D8	44.9866111111111	-99.9528888888889
0F2	33.6016666666667	-97.7755555555556
0F3	43.3874208333333	-95.1394680555556
0F4	41.2863611111111	-98.9900277777778
0F7	35.3886666666667	-95.6002777777778
0F9	34.1985	-96.6745
0G0	43.1031838888889	-78.7033458333333
0G3	40.4009444444444	-96.1704444444445
0G5	47.8228333333333	-90.4073055555556
0G6	41.4673055555556	-84.5067777777778
0G7	42.8835555555556	-76.7811666666667
0H1	39.0065277777778	-99.8929444444445
0H7	40.4217222222222	-91.7066666666667
0I2	39.4767355555556	-87.0997091666667
0I8	38.3661638888889	-84.2833444444444
0J0	31.6002222222222	-85.2383083333333
0J4	31.0424736111111	-86.3115611111111
0J6	31.3641388888889	-85.3125277777778
0J8	29.6189166666667	-82.5087777777778
0J9	40.8677638888889	-97.3538486111111
0K6	36.1598611111111	-95.5801944444444
0K7	42.7348611111111	-94.2454722222222
0L4	37.4918888888889	-117.188416666667
0L7	35.7682643611111	-115.329621972222
0L9	36.3110277777778	-114.463888888889
0M0	33.8845277777778	-91.5342777777778
0M2	36.4753333333333	-89.3463055555555
0M3	35.5459722222222	-87.5973333333333
0M4	36.0095416666667	-88.1247277777778
0M5	36.1166111111111	-87.7381666666667
0M8	32.8258791666667	-91.187665
0M9	32.4107222222222	-91.4985277777778
0N0	39.2898333333333	-94.4424444444445
0N4	39.2023055555556	-75.4854166666667
0N5	39.1495566666667	-75.5049230555556
0N6	39.0128888888889	-75.5339722222222
0O2	35.2862777777778	-116.081361111111
0O4	39.9461111111111	-122.171111111111
0O9	41.8455833333333	-123.984777777778
0P1	39.8316944444444	-99.5684444444444
0P2	39.7962541666667	-76.6463930555556
0P8	40.0244236111111	-76.8153
0Q3	38.22394225	-122.449711
0Q4	36.5810005	-119.656978
0Q5	40.0281666666667	-124.074305555556
0Q9	38.2574444444444	-122.434083333333
0R0	31.297	-89.8128333333333
0R1	31.0161388888889	-87.44675
0R2	38.4023333333333	-93.33225
0R4	31.562	-91.5064722222222
0R5	31.9636622222222	-92.6602605555556
0R6	33.5226111111111	-92.4602777777778
0R7	31.9902777777778	-93.3076111111111
0S0	46.9768419444444	-118.587231111111
0S1	47.8493651666667	-113.417419388889
0S5	46.2385277777778	-116.238555555556
0S7	48.9589722222222	-119.411972222222
0S9	48.0538055555556	-122.810638888889
0T3	37.3131666666667	-89.9946944444445
0U0	44.6421111111111	-115.533388888889
0U1	44.1422222222222	-115.314055555556
0U2	43.8019722222222	-113.831527777778
0U3	44.7445833333333	-114.921388888889
0U7	43.32375	-113.5905
0U8	44.6103333333333	-113.894861111111
0U9	44.4612777777778	-116.758027777778
0V3	40.5149166666667	-98.9456388888889
0V4	37.1417222222222	-79.0163888888889
0V7	36.7164444444444	-110.228444444444
0VG	36.6540833333333	-83.2178333333333
0W0	47.6275980555556	-122.331793611111
0W3	39.5668798611111	-76.20247575
0W7	48.7356111111111	-122.340027777778
0Y6	43.4136666666667	-93.51175
0Z3	59.0589755555556	-158.57719
10C	42.4028888888889	-88.3751111111111
10D	44.9499627777778	-94.0669175
10F	33.0151111111111	-98.6260833333333
10G	40.53670125	-81.9559411666667
10U	41.9536305555556	-116.182065277778
11A	31.8833333333333	-85.4852222222222
11J	42.425	-84.5780277777778
11N	41.5691666666667	-73.4620833333333
11R	30.2196755	-96.3744027777778
11S	48.2661163888889	-124.313964722222
11V	40.3273569444445	-104.609394444444
11Y	44.0611833333333	-88.1949333333333
12A	35.1775296111111	-92.3350669722222
12D	47.8181555555556	-92.2860666666667
12G	40.8728611111111	-82.6973888888889
12I	39.5333055555556	-85.0005555555556
12J	31.0508333333333	-87.0659722222222
12K	40.0461998611111	-98.0612554444445
12N	41.0086197222222	-74.7380338888889
12S	44.8315277777778	-119.429666666667
12T	32.5291638888889	-96.7279111111111
12V	38.4408888888889	-82.2007777777778
12Y	44.4408880833333	-93.9158472777778
13C	43.45225	-85.2646388888889
13D	42.6291666666667	-83.6830833333334
13K	37.8516111111111	-96.2920277777778
13M	42.6041666666667	-83.8586111111111
13N	40.9660555555556	-74.7816666666667
13Q	34.0043055555556	-108.679777777778
13S	62.2828552777778	-146.518866944444
13W	48.2569444444444	-122.436194444444
13Y	48.4082777777778	-93.579425
13Z	55.6013058333333	-131.636683055556
14A	35.6138694444444	-80.8994305555556
14G	41.3330833333333	-83.1611944444444
14J	31.4100416666667	-86.0903361111111
14M	33.1825148888889	-90.8304934722222
14N	40.8442875	-75.6353541666667
14S	46.8969508333333	-124.100745277778
14Y	45.89825	-94.8738611111111
15A	30.9091388888889	-87.9963333333333
15F	33.1914868611111	-99.7178726388889
15G	41.0283877777778	-81.7984669444444
15J	31.1371214444444	-83.4538218611111
15M	34.7733333333333	-88.1660833333333
15N	39.1173333333333	-75.5844166666667
15S	47.2151111111111	-121.462315833333
15W	42.8944166666667	-84.3922222222222
15Z	61.4378190833333	-142.902503
16A	60.906	-162.440583333333
16D	46.6109722222222	-95.6061111111111
16G	41.0940555555556	-83.2125
16J	31.7432777777778	-84.4193055555556
16K	55.7849052777778	-133.594223611111
16S	42.9972611111111	-123.315347222222
16W	46.5839444444445	-118.003583333333
16X	33.0806111111111	-97.3584166666667
16Z	62.957985	-155.593179166667
17A	36.3277777777778	-93.6219444444444
17G	40.7815833333333	-82.9748055555556
17J	31.0069722222222	-84.8776111111111
17K	36.7743055555556	-102.510444444444
17M	31.8627694444444	-89.8006208333333
17N	39.7054758333333	-75.0330030555556
17S	45.3237277777778	-123.054269444444
17V	40.6244444444444	-102.607972222222
18A	34.3403611111111	-83.1308055555556
18I	36.6953888888889	-84.3915
18K	37.3842777777778	-100.186194444444
18T	33.2608055555556	-103.278486111111
18V	40.1027222222222	-104.701194444444
18Y	45.7724647222222	-93.6321844444444
19M	33.1254611111111	-90.0255569444444
19N	39.7784444444444	-74.9478055555556
19P	56.3288041666667	-133.610084444444
19S	37.4968611111111	-100.832916666667
19T	38.1333655555556	-92.7335197222222
1A0	35.1875705555556	-85.1777336111111
1A1	42.1494444444444	-73.7504722222222
1A2	47.1126361111111	-97.2081472222222
1A3	35.0158055555555	-84.3468333333333
1A4	31.1037027777778	-86.0626
1A5	35.2223121944444	-83.4199966111111
1A6	36.61025	-83.7373055555556
1A7	36.3968055555556	-85.6413333333333
1A9	32.4387222222222	-86.5126944444445
1B0	45.0045055555556	-69.2374388888889
1B1	42.2913055555556	-73.7103333333333
1B2	41.3584505555556	-70.5244705555556
1B5	44.1949722222222	-71.7505555555556
1B6	42.1064858333333	-71.51009
1B8	43.0526944444444	-73.3631388888889
1B9	42.0009056944444	-71.19822
1BT	37.9189805555556	-90.5752027777778
1C1	40.4489788888889	-88.1277380555556
1C3	43.2545277777778	-73.4701944444444
1C5	41.6959166666667	-88.1295
1C8	42.2916858333333	-89.1362183333333
1C9	36.9528333333333	-121.462638888889
1D1	45.2305	-96.5660833333333
1D2	42.3478055555556	-83.4563333333333
1D3	43.40471525	-98.8304909166667
1D4	40.9925563888889	-81.4317791666667
1D6	44.7312041666667	-94.7118986111111
1D7	45.2931111111111	-97.5136111111111
1D8	44.8624761111111	-98.5295397222222
1DA	45.5345777777778	-116.530916666667
1DS	33.3877777777778	-80.9111111111111
1F0	34.1469722222222	-97.1226666666667
1F1	34.0750969444444	-97.1066791666667
1F2	43.2255833333333	-74.1148888888889
1F4	34.1404019444444	-96.8120322222222
1F5	39.3650833333333	-100.438083333333
1F6	43.1167369444445	-74.7495930555556
1F7	32.8129444444444	-96.3520277777778
1G0	41.391	-83.6301388888889
1G1	41.3315277777778	-82.10025
1G3	41.1513888888889	-81.4151111111111
1G4	35.9861111111111	-113.816916666667
1G5	41.1314444444445	-81.7648888888889
1G8	40.4758994444445	-80.6281291666667
1H0	38.7273333333333	-90.5084166666667
1H1	43.2058888888889	-76.1793055555556
1H2	39.0704444444444	-88.5335277777778
1H3	38.4716111111111	-91.8172222222222
1H4	42.4167483333333	-74.0162433333333
1H5	36.9896180555556	-91.9540763888889
1H6	36.1389166666667	-95.8250555555556
1H8	39.3025091666667	-88.0040619444445
1H9	45.8356111111111	-91.8028888888889
1I1	44.2208813888889	-73.7912508333333
1I3	39.0427222222222	-87.00275
1I5	42.364	-74.0650277777778
1I6	38.2830333333333	-85.7548777777778
1I8	40.5708727777778	-85.8916516666667
1I9	40.543	-86.6814833333333
1J0	30.8457777777778	-85.6013888888889
1J6	29.1041111111111	-81.3141944444444
1J9	30.4063055555556	-86.8291944444444
1K1	37.7744444444444	-97.1132222222222
1K2	34.8494513888889	-97.5852916666667
1K4	35.1550675	-97.4703938888889
1K5	36.5713	-98.8546638888889
1K6	38.3728402777778	-98.5986430555556
1K7	37.5806944444444	-95.8371111111111
1K8	36.5463611111111	-95.0135277777778
1K9	37.4566666666667	-100.984611111111
1KS	38.1734333333333	-94.690325
1L1	37.7874166666667	-114.419888888889
1L3	35.4445555555556	-114.909361111111
1L4	35.3055494444444	-114.882752777778
1L7	37.7453611111111	-111.570166666667
1L8	37.1402458333333	-113.306048611111
1L9	37.8596388888889	-112.815861111111
1M2	33.1451805555556	-90.5152847222222
1M3	34.9790833333333	-86.8832777777778
1M4	34.2803333333333	-87.6004166666667
1M5	36.5928611111111	-86.4769166666667
1M7	36.5256388888889	-88.9178333333333
1M8	41.8390555555556	-71.0264722222222
1M9	36.8178013888889	-87.9075166666667
1ME	46.060875	-69.4094444444445
1MO	37.1208614166667	-92.3101066666667
1N1	35.0946111111111	-106.164555555556
1N2	40.8278763888889	-72.7487108333333
1N3	40.9716875	-78.2429791666667
1N5	38.4127693333333	-75.6169307777778
